stock_name,industry,cap,market_cap,pe_ratio,pb_ratio,div_yield,book_value,eps,roe
Rajratan Global Wire,Metals & Mining,Small Cap,3293.51,45.81,7.36,0.31,88.1909358,14.16,16.4184
JTEKT India,Auto Components,Small Cap,3661.1,43.79,4.99,0.33,30.0292146,3.42,11.3778
Lux Industries,Apparel & Luxury,Small Cap,3585.3,34.08,2.41,0.44,495.5706787,34.98,6.9144
Sharda Cropchem,Chemicals,Small Cap,3340.86,38.29,1.6,1.62,231.5058009,9.67,9.1449
Indian Metals & Ferro Alloys,Metals & Mining,Small Cap,3451.98,9.27,1.69,1.56,379.2842209,69.0,13.4114
Neogen Chemicals,Chemicals,Small Cap,3619.96,109.6,4.82,0.21,284.4508676,12.52,9.3822
Hikal,Pharmaceuticals,Small Cap,3545.51,49.49,3.1,0.42,92.8834699,5.81,7.1512
Tata Metaliks,Metals & Mining,Small Cap,3508.42,30.84,2.18,0.45,510.2992637,36.03,7.0597
Medi Assist Healthcare Services,Health Care,Small Cap,3397.86,45.86,10.13,0.38,48.6898697,10.76,18.6339
Bombay Dyeing & Mfg Co,Textiles,Small Cap,3593.71,1.36,0.0,0.0,-63.3729709,127.63,44.5988
Datamatics Global Services,,Small Cap,3575.35,17.41,3.18,0.82,190.8432382,34.8,18.6434
Kalyani Steels,Metals & Mining,Small Cap,3543.66,13.92,2.26,1.23,358.4814475,58.32,14.5895
SeQuent Scientific,Pharmaceuticals,Small Cap,3357.37,0.0,5.32,0.0,25.3238523,-5.15,-8.6072
HLE Glascoat,Machinery,Small Cap,3506.46,77.71,10.19,0.21,50.4289424,6.61,15.7982
Indoco Remedies,Pharmaceuticals,Small Cap,3389.29,33.38,3.17,0.61,115.9344498,11.02,10.6174
Uflex,Packaging,Small Cap,3099.61,0.0,0.43,0.7,999.1012325,-58.05,0.065
Shilpa Medicare,Pharmaceuticals,Small Cap,3289.79,0.0,1.84,0.0,205.4649646,-0.08,-0.6656
Pilani Investment & Industries Corporation,Capital Markets,Small Cap,3288.24,15.65,0.26,0.5,11410.6043939,189.75,1.5088
SEPC,Construction,Small Cap,3313.06,0.0,2.77,0.0,8.4923957,-0.03,-0.7434
ESAF Small Finance Bank,Banks,Small Cap,3288.41,6.8,1.39,0.0,46.0594975,9.39,20.396028298110974
Navneet Education,Media,Small Cap,3487.08,19.27,2.74,1.69,56.290382,8.0,10.8438
Ideaforge Technology,Aerospace & Defense,Small Cap,2999.16,103.02,4.74,0.0,147.5600192,6.79,1.0343
Sagar Cements,Building Materials,Small Cap,3274.22,73.03,2.07,0.28,120.9992486,3.43,1.2222
Tasty Bite Eatables,Food Products,Small Cap,3319.99,69.03,11.93,0.02,1084.497272,187.44,16.3934
Gufic Biosciences,Pharmaceuticals,Small Cap,3302.14,39.2,6.73,0.03,48.9303404,8.4,21.0597
Bharat Bijlee,Electrical Equip.,Small Cap,3279.29,29.87,2.23,0.69,2604.0802186,194.23,7.0102
KDDL,Apparel & Luxury,Small Cap,3220.91,34.54,6.39,0.08,401.876378,74.39,17.9017
Cartrade Tech,Specialty Retail,Small Cap,3262.46,483.58,1.58,0.0,441.9053177,1.44,3.0045
Prakash Industries,Metals & Mining,Small Cap,3277.2,10.33,1.05,0.0,173.7714922,17.72,9.0641
Shalby,Health Care,Small Cap,3231.65,39.73,3.35,0.4,89.3004188,7.53,8.0506
TVS Srichakra,Auto Components,Small Cap,3216.63,30.19,2.99,0.76,1402.3629243,139.09,9.4963
Dishman Carbogen Amcis,Life Sciences,Small Cap,3213.27,0.0,0.56,0.0,368.0770952,-9.84,0.0407
Thyrocare Technologies,Health Care,Small Cap,3161.01,48.18,6.5,3.01,91.8315584,12.39,13.3594
Unichem Laboratories,Pharmaceuticals,Small Cap,3873.02,265.75,1.61,0.73,342.0190893,2.07,-4.2145
Avalon Technologies,Tech Hardware,Small Cap,3333.32,76.37,6.25,0.0,81.2173258,6.65,8.0274
NRB Bearings,Machinery,Small Cap,3177.12,13.09,4.74,0.3,69.1525527,25.05,14.9335
Dalmia Bharat Sugar & Industries,Food Products,Small Cap,3191.45,10.55,1.09,1.01,362.7720815,37.37,10.3966
Max Ventures & Industries,,Small Cap,3172.96,181.22,2.62,0.0,82.2202938,1.19,1.4489
Goodluck India,Metals & Mining,Small Cap,3120.83,25.37,3.16,0.39,311.1486207,38.71,16.0466
GMR Power and Urban Infra,Construction,Small Cap,3089.2,0.0,0.0,0.0,-51.5170796,-12.23,19.7669
Bannari Amman Sugars,Food Products,Small Cap,3183.14,17.65,1.99,0.49,1275.3473369,143.85,9.578
Shivalik Bimetal Controls,Metals & Mining,Small Cap,3184.65,39.77,10.51,0.22,52.5834818,13.9,26.3407
Zaggle Prepaid Ocean Services,Software,Small Cap,3109.83,95.81,5.77,0.0,43.9890974,2.65,0.0
WPIL,Machinery,Small Cap,3191.49,6.61,3.72,0.61,877.4357126,494.21,24.2223
Somany Home Innovation,Trading Companies,Small Cap,3132.24,65.74,5.3,0.12,81.782678,6.59,8.6087
Ashiana Housing,,Small Cap,3054.95,39.99,4.06,0.17,74.8814765,7.6,10.1496
Bajaj Consumer Care,Personal Products,Small Cap,3014.4,18.8,3.76,2.37,56.1759567,11.24,19.616
Parag Milk Foods,Food Products,Small Cap,3126.89,30.31,3.66,0.0,72.8123295,8.79,9.1525
Accelya Solutions India,IT Services,Small Cap,2968.46,22.68,10.27,3.27,193.5294709,87.65,45.2912
Innova Captab,Life Sciences,Small Cap,3037.21,36.65,4.1,0.0,129.303679,14.48,19.9034
Fiem Industries,Auto Components,Small Cap,3155.66,20.03,3.94,1.25,608.1600826,119.69,18.608
Landmark Cars,Specialty Retail,Small Cap,3063.59,44.09,6.16,0.29,121.0581592,16.9,15.5131
Maithan Alloys,Metals & Mining,Small Cap,3081.46,10.1,1.06,0.57,999.1606596,104.78,10.0546
Lumax Auto Technologies,Auto Components,Small Cap,2927.37,27.98,4.16,1.05,103.3691996,15.35,12.991
Pearl Global Industries,Apparel & Luxury,Small Cap,2701.79,15.4,3.68,0.6,168.3532783,40.26,23.5969
Axiscades Technologies,Construction,Small Cap,2989.59,74.69,5.15,0.0,138.9615745,9.58,12.0198
Vindhya Telelinks,Tech Hardware,Small Cap,3007.47,10.91,0.85,0.59,2992.1394093,232.61,6.2476
Sundaram-Clayton,Auto Components,Small Cap,3037.45,0.0,3.92,0.0,382.6077861,-53.3,0.0
Johnson Controls-Hitachi Air Conditioning India,Household Durables,Small Cap,2966.29,0.0,5.27,0.0,206.8407503,-46.19,-17.5749
Goodyear India,Auto Components,Small Cap,3012.71,22.71,4.86,2.03,268.6822713,57.51,21.7196
Supriya Lifescience,Pharmaceuticals,Small Cap,2912.27,24.19,3.87,0.17,93.5818038,14.96,13.296
Nilkamal,Packaging,Small Cap,2979.82,22.08,2.22,1.0,899.8890751,90.45,10.3399
Gujarat Industries Power Company,Energy,Small Cap,2998.53,15.19,0.94,1.89,211.1747504,13.05,5.7897
SEAMEC,Energy,Small Cap,2951.59,47.44,3.68,0.0,315.4906588,24.47,0.5348
Mold-Tek Packaging,Packaging,Small Cap,2927.95,40.89,4.94,0.68,178.6861487,21.59,12.4411
Avantel,Tech Hardware,Small Cap,2724.62,54.37,20.97,0.06,5.3414271,2.06,31.1394
Mahanagar Telephone Nigam,Telecom Services,Small Cap,2884.77,0.0,0.0,0.0,-353.1487302,-51.31,14.2428
DEN Networks,Media,Small Cap,2828.98,10.51,0.86,0.0,69.0243977,5.64,8.2229
Skipper,Construction,Small Cap,3625.85,50.64,3.63,0.03,88.507147,6.34,7.6199
Greenply Industries,Paper & Wood Prods,Small Cap,2900.11,55.04,4.41,0.21,53.1993511,4.26,8.0557
Sandhar Technologies,Auto Components,Small Cap,3256.32,33.15,3.41,0.46,158.6894622,16.32,9.704
Automotive Axles,Auto Components,Small Cap,2924.69,16.92,3.69,1.65,525.0542687,114.41,23.2442
Flair Writing Industries,Commercial Serv,Small Cap,2929.46,24.86,3.39,0.0,81.9962305,11.18,26.4182
Polyplex Corporation,Chemicals,Small Cap,2845.1,76.87,0.82,9.89,1104.5716841,11.79,2.0498
SH Kelkar & Company,Chemicals,Small Cap,2893.69,31.77,2.54,0.96,82.4623751,6.58,6.6486
BLS E-Services,,Small Cap,3311.26,72.03,7.44,0.0,48.981092,5.06,21.5709
PTC India Financial Services,Financial Services,Small Cap,3210.13,17.54,1.3,2.0,38.5327082,2.85,6.8333
Somany Ceramics,Building Products,Small Cap,2910.55,32.2,3.55,0.44,192.9747205,21.28,9.7787
ISMT,Metals & Mining,Small Cap,2839.74,17.47,2.05,0.0,46.0374151,5.41,8.2521
Heritage Foods,Food Products,Small Cap,2948.13,35.1,3.97,0.79,79.9254278,9.05,9.5472
Tatva Chintan Pharma Chem,Chemicals,Small Cap,2871.84,76.21,3.95,0.15,310.9440599,16.11,6.3053
Swaraj Engines,Machinery,Small Cap,2896.21,21.04,9.37,3.86,254.4749863,113.32,44.2482
Mahindra Logistics,Air Freight & Logistics,Small Cap,2798.6,0.0,5.38,0.64,72.2381948,-5.93,-4.5947
KCP,Building Materials,Small Cap,2791.79,16.93,2.18,0.05,99.4310799,12.79,6.6154
CARE Ratings,Capital Markets,Small Cap,3266.04,34.01,4.77,2.27,229.2428121,32.18,12.9435
Paras Defence and Space Technologies,Aerospace & Defense,Small Cap,2840.37,86.5,7.35,0.0,99.1432195,8.42,8.3899
Savita Oil Technologies,Chemicals,Small Cap,2809.62,13.61,1.84,0.98,220.5543314,29.87,11.0055
GTL Infrastructure,Telecom Services,Small Cap,2676.67,0.0,0.0,0.0,-3.6522147,-0.95,19.3477
Venus Pipes & Tubes,Metals & Mining,Small Cap,3423.34,46.03,9.54,0.03,176.8102902,36.64,17.3805
Tide Water Oil Co India,Chemicals,Small Cap,2961.03,22.04,3.69,2.41,461.1196051,77.11,15.7773
VST Tillers Tractors,Machinery,Small Cap,2812.64,22.23,3.23,0.77,1009.0345537,146.47,14.8
Apollo Pipes,Building Products,Small Cap,3020.21,59.26,5.42,0.08,141.7203485,12.96,8.3852
Satin Creditcare Network,Consumer Finance,Small Cap,2788.29,6.86,1.3,0.0,194.6774588,36.78,18.5225
Filatex Fashions,Apparel & Luxury,Small Cap,2968.6,296.83,1.29,0.0,13.7809403,0.06,0.4796
Carysil,Building Products,Small Cap,2726.11,49.76,8.37,0.2,121.5267887,20.43,15.8047
Yatra Online Ltd,Hotels & Leisure,Small Cap,2667.58,0.0,3.6,0.0,47.2461513,-0.07,-1.0485
Piccadily Agro Industries,Food Products,Small Cap,3403.76,47.85,13.44,0.06,26.8355535,7.54,13.1766
Prataap Snacks,Food Products,Small Cap,2847.74,140.17,4.21,0.08,283.3457338,8.51,3.0037
India Glycols,Chemicals,Small Cap,2685.47,15.7,1.37,0.86,635.2648579,55.26,6.8018
Cigniti Technologies,IT Services,Small Cap,2732.6,14.56,4.09,0.55,244.764882,68.75,27.8672
63 Moons Technologies,Software,Small Cap,2452.76,12.86,0.76,0.38,704.0545596,41.39,4.2106
Bajel Projects,Electric Utilities,Small Cap,2631.23,0.0,4.7,0.0,48.6171317,-0.3,-2.5692
Dollar Industries,Apparel & Luxury,Small Cap,2776.82,48.24,3.8,0.61,128.7282388,10.15,6.5182
Hindustan Oil Exploration Company,"Oil, Gas & Fuels",Small Cap,2705.04,10.3,2.48,0.0,82.4262083,19.85,23.232
Aurionpro Solutions,Software,Mid Cap,5293.2,41.49,8.14,0.11,262.0933872,51.41,19.5143
Stylam Industries,Building Products,Small Cap,2735.59,23.25,5.8,0.0,278.2619545,69.42,23.3997
Anup Engineering,Machinery,Small Cap,2890.34,39.26,6.23,0.51,468.2938408,74.28,15.8626
RPG Life Sciences Limited,Pharmaceuticals,Small Cap,2732.82,32.24,8.14,0.73,202.9995208,51.25,23.0595
BF Utilities,Construction,Small Cap,2639.02,19.12,0.0,0.0,-5.0399894,36.65,-699.3619
Vakrangee Limited,,Small Cap,2661.5,837.33,22.31,0.2,1.1259597,0.03,1.4492
EMS,Commercial Serv,Small Cap,2803.75,19.93,3.84,0.0,131.4801903,25.34,18.1999
Tarsons Products,Life Sciences,Small Cap,2606.58,47.15,4.41,0.0,111.1094865,10.39,10.3757
Confidence Petroleum India,Machinery,Small Cap,3004.05,25.91,3.45,0.09,30.1316449,4.01,13.2166
Jindal Poly Films,Chemicals,Small Cap,2639.88,0.0,0.65,0.71,926.864325,-67.28,-12.0771
Paramount Communications,Electrical Equip.,Small Cap,2527.67,36.16,5.2,0.0,17.3855797,2.5,15.6197
Dreamfolks Services,Transport Infra,Small Cap,2643.07,34.65,13.56,0.0,37.2939713,14.6,38.5286
Styrenix Performance Materials,Chemicals,Small Cap,2598.92,15.63,3.41,7.04,432.9171688,94.51,21.2079
SG Finserve,Financial Services,Small Cap,2614.75,37.98,3.45,0.0,138.1205299,12.53,6.8245
MPS,Media,Small Cap,2600.17,21.28,5.75,1.32,264.2760895,71.43,26.9936
Optiemus Infracom,Tech Hardware,Small Cap,2603.19,52.1,6.75,0.49,44.9356643,5.82,11.5572
Vadilal Industries,Food Products,Small Cap,2753.02,18.72,6.39,0.04,599.0657858,204.58,25.4103
Man Industries India,Construction,Small Cap,2593.45,24.26,2.21,0.46,194.9653853,17.79,9.686
Sangam (India),Textiles,Small Cap,2585.19,45.13,2.67,0.35,192.4781673,11.4,9.4821
PSP Projects,Construction,Small Cap,2646.72,17.25,3.05,0.34,241.2238611,42.62,18.1627
Huhtamaki India,Packaging,Small Cap,2557.55,6.24,2.22,1.48,152.333809,54.24,9.2931
Fino Payments Bank,Banks,Small Cap,2594.21,31.21,4.47,0.0,69.6940656,9.99,14.328715161423183
Ajmera Realty & Infra India,,Small Cap,2563.78,28.74,3.18,0.42,227.5648253,25.14,8.5893
Wendt (India) Limited,Machinery,Small Cap,2553.13,63.26,13.06,0.63,977.25,201.8,20.8903
Thirumalai Chemicals,Chemicals,Small Cap,2412.26,0.0,1.99,0.64,118.4579629,-3.04,0.0091
Morepen Laboratories,Pharmaceuticals,Small Cap,2697.44,35.42,3.42,0.0,15.4352453,1.49,6.733
Precision Wires India,Electrical Equip.,Small Cap,2547.66,39.94,5.34,0.42,26.6860966,3.57,12.7723
Mufin Green Finance,Financial Services,Small Cap,3663.14,250.1,22.73,0.0,10.6716867,0.97,7.6965
Repco Home Finance,Consumer Finance,Small Cap,2837.78,7.34,1.03,0.6,442.3914815,61.79,13.2148
TCNS Clothing Co,Apparel & Luxury,Small Cap,2469.88,0.0,5.43,0.0,71.9176706,-39.99,-44.1592
Bharat Wire Ropes,Metals & Mining,Small Cap,2227.08,24.62,3.65,0.0,89.8186707,13.3,13.5901
Bhansali Engg Polymers,Chemicals,Small Cap,2525.91,16.48,2.83,11.17,35.8837769,6.16,16.4074
Eveready Industries India,Household Products,Small Cap,2533.62,57.15,6.87,0.0,50.7539901,6.1,11.2096
Balu Forge Industries,Machinery,Small Cap,2502.22,31.03,5.25,0.0,46.4278564,7.86,15.4806
Alembic,,Small Cap,2615.32,10.69,1.23,2.16,82.546977,9.53,11.3009
Sigachi Industries,Pharmaceuticals,Small Cap,2448.95,49.48,6.38,0.13,12.4835196,1.61,11.239
Barbeque-Nation Hospitality,Restaurants,Small Cap,2459.7,0.0,6.43,0.0,97.9397996,-6.18,-5.7312
Divgi Torqtransfer Systems,Auto Components,Small Cap,2583.49,58.74,4.6,0.4,183.8180706,14.38,8.2991
RPSG Ventures,,Small Cap,2096.34,0.0,0.82,0.0,861.3554876,-22.26,-1.332
Gandhar Oil Refinery (India),Chemicals,Small Cap,2564.68,16.7,2.28,0.16,114.7015463,15.69,18.2347
Dhani Services,Capital Markets,Small Cap,2540.22,0.0,0.7,0.0,59.8841283,-8.05,-13.5779
Uniparts India,Machinery,Small Cap,2468.14,17.46,2.82,2.58,193.9317258,31.32,19.6309
Ugro Capital,Capital Markets,Small Cap,2512.7,24.96,1.83,0.0,148.2044736,10.87,5.9292
Venky's India,Food Products,Small Cap,2459.79,34.75,1.83,0.34,953.8051311,50.25,7.0896
Apcotex Industries,Chemicals,Small Cap,2473.78,40.03,4.99,1.15,95.6492573,11.92,14.3209
ADF Foods,Food Products,Small Cap,2129.71,32.36,4.84,0.52,40.0266548,5.99,14.7459
Mukand,Metals & Mining,Small Cap,2433.31,12.23,2.77,1.19,60.8368551,13.77,22.5679
IOL Chemicals & Pharmaceuticals,Pharmaceuticals,Small Cap,2372.29,13.82,1.49,0.99,270.7983831,29.23,10.8376
Orient Green Power Company,Energy,Small Cap,2458.68,58.3,2.94,0.0,8.5219083,0.43,5.1546
Sasken Technologies,Software,Small Cap,2606.21,33.16,3.47,1.44,499.1641819,52.22,12.2586
Siyaram Silk Mills,Textiles,Small Cap,2490.91,12.22,2.09,2.07,253.7320218,43.49,17.7668
Bombay Super Hybrid Seeds,Food Products,Small Cap,2567.29,122.33,37.48,0.0,6.5274446,2.0,30.3192
Xpro India,Chemicals,Small Cap,2409.66,67.46,7.0,0.15,166.4084673,17.28,9.1601
Filatex India,Textiles,Small Cap,2959.63,31.31,2.61,0.22,25.5602454,2.13,5.4711
Kingfa Science & Technology (India),Chemicals,Small Cap,2482.1,19.76,4.68,0.0,438.161653,103.7,22.8956
Vishnu Prakash R Punglia,Construction,Small Cap,2373.22,25.39,3.71,0.0,51.2753923,7.5,15.4571
Media Matrix Worldwide,Entertainment,Small Cap,2501.09,736.0,15.22,0.0,1.4507848,0.03,1.4015
IRM Energy,Gas Utilities,Small Cap,2314.53,28.66,2.46,0.07,228.868015,19.67,19.4834
Ganesha Ecosphere,Textiles,Small Cap,2320.46,67.53,3.62,0.19,293.2783242,15.74,6.6757
Artemis Medicare Services,Health Care,Small Cap,2383.67,52.37,6.73,0.25,26.0562084,3.35,10.5507
PC Jeweller,Specialty Retail,Small Cap,2591.83,0.0,0.8,0.0,69.7966632,-17.41,-20.7274
Globus Spirits,Beverages,Small Cap,2328.13,17.61,2.52,0.74,320.7334998,45.9,12.408
Manorama Industries,Food Products,Small Cap,2409.83,64.08,7.62,0.1,265.2189171,31.55,11.8062
DFM Foods,Food Products,,,,,,,,
Lancer Container Lines,Marine,Small Cap,2247.99,42.21,4.68,0.0,21.0219101,2.33,16.2599
DPSC Ltd,Electric Utilities,Small Cap,2268.93,145.63,2.25,0.21,10.3613576,0.16,1.4949
Mishtann Foods,Food Products,Small Cap,2291.0,88.12,14.56,0.0,1.573586,0.26,22.5803
Foseco India,Chemicals,Small Cap,2374.52,34.45,9.31,1.08,399.1394366,107.87,21.8369
Virescent Renewable Energy Trust,,Small Cap,2299.44,43.66,2.38,2.41,48.104806,2.62,7.9036
Suven Life Sciences,Life Sciences,Small Cap,2332.3,0.0,6.89,0.0,15.5189665,-4.87,-34.1375
IKIO Lighting,Electrical Equip.,Small Cap,2327.31,80.52,4.97,0.0,60.6277757,3.74,6.3152
Arman Financial Services,Consumer Finance,Small Cap,2273.85,14.3,3.23,0.0,718.4453308,162.41,29.5803
Honda India Power Products,Machinery,Small Cap,2267.86,27.58,2.95,0.74,757.4852071,81.08,12.574
Updater Services,Commercial Serv,Small Cap,2239.59,41.54,2.83,0.0,118.4271295,8.06,4.8516
GTPL Hathway,Media,Small Cap,2355.54,28.69,2.08,1.91,100.4708799,7.3,9.1185
SML Isuzu,Machinery,Small Cap,2399.63,29.14,10.44,0.0,158.845888,56.91,34.6037
Mayur Uniquoters,Chemicals,Small Cap,2285.75,20.12,2.83,0.38,183.8231868,25.85,13.9734
EIH Associated Hotels,Hotels & Leisure,Small Cap,2226.75,31.64,5.74,0.68,127.2296357,23.1,16.1654
Novartis India,Pharmaceuticals,Small Cap,2556.61,26.76,3.64,4.59,284.4320491,38.69,10.9031
MM Forgings,Metals & Mining,Small Cap,2284.81,17.74,3.1,0.63,305.4883848,53.35,17.7682
Capacite Infraprojects,Construction,Small Cap,2322.38,25.77,1.59,0.0,172.3802126,10.65,6.9002
Meghmani Organics,Chemicals,Small Cap,2145.9,0.0,1.35,1.66,62.2951,-1.33,-0.1611
Ddev Plastiks Industries,Chemicals,Small Cap,2248.03,13.34,3.99,0.42,54.5031861,16.28,26.7986
BCL Industries,Food Products,Small Cap,2230.53,24.38,3.69,0.54,22.5349245,3.41,15.2713
Krsnaa Diagnostics,Health Care,Small Cap,2229.45,39.1,2.95,0.39,234.0357473,17.66,7.6397
Salasar Techno Engineering,Construction,Small Cap,3761.63,74.47,9.03,0.08,2.6388911,0.32,10.7062
Gujarat Themis Biosyn,Pharmaceuticals,Small Cap,2397.24,43.59,13.47,0.33,24.5015626,7.57,29.0832
Reliance Industrial Infrastructure,"Oil, Gas & Fuels",Small Cap,2222.12,104.96,5.06,0.24,291.009404,14.02,4.5271
Cantabil Retail India,Apparel & Luxury,Small Cap,2002.17,32.96,8.44,0.37,29.0639765,7.44,26.8055
Jagran Prakashan,Media,Small Cap,2371.34,12.8,1.29,3.67,84.2767265,8.51,8.929
Lumax Industries,Auto Components,Small Cap,2206.51,23.06,3.63,1.14,650.5605348,102.35,16.3841
Rashi Peripherals,,Small Cap,2277.82,18.46,1.75,0.09,197.6535867,18.72,16.675
Oriental Hotels,Hotels & Leisure,Small Cap,2209.27,43.25,4.02,0.4,30.7817717,2.86,8.7365
Agro Tech Foods,Food Products,Small Cap,2139.44,153.48,4.38,0.34,200.5498564,5.72,3.7361
Taj GVK Hotels & Resorts,Hotels & Leisure,Small Cap,2252.55,27.98,4.64,0.28,77.4735752,12.84,14.6901
Dredging Corporation of India,Transport Infra,Small Cap,2172.52,48.31,1.5,0.0,518.4359286,16.06,2.1756
GOCL Corporation,Chemicals,Small Cap,2246.63,39.37,1.61,2.21,281.626563,11.51,5.2726
DISA India,Machinery,Small Cap,2203.2,55.01,9.11,0.72,1662.7931069,275.41,15.153
IFGL Refractories,Building Materials,Small Cap,2225.61,22.58,2.13,1.13,290.4354312,27.35,10.7785
Themis Medicare,Pharmaceuticals,Small Cap,2190.72,48.38,6.63,0.21,35.8991228,4.92,14.0685
Thejo Engineering,Machinery,Small Cap,2304.05,48.15,10.48,0.09,204.2415196,44.47,17.9626
GVK Power & Infrastructure,Energy,Small Cap,1972.43,23.13,0.0,0.0,-6.1446465,0.54,44.1543
Tamilnadu Newsprint & Papers,Paper & Wood Prods,Small Cap,1926.81,6.93,0.93,1.8,298.8527669,40.17,18.1138
Goldiam International,Apparel & Luxury,Small Cap,2190.37,24.53,3.71,0.99,55.3226986,8.36,14.441
Arvind Smartspaces,,Small Cap,2572.36,72.69,5.49,0.58,103.4321805,7.81,6.449
Rupa & Company,Apparel & Luxury,Small Cap,2247.76,34.9,2.46,1.06,114.7706012,8.1,5.387
Shriram Properties,,Small Cap,2228.49,31.65,1.79,0.0,73.2500141,4.14,5.9701
Tips Industries,Entertainment,Mid Cap,6203.0,51.82,33.86,0.1,14.2655083,9.32,57.4584
Quick Heal Technologies,Software,Small Cap,2595.94,726.64,6.55,0.51,74.301022,0.67,-3.9869
Praveg,Media,Small Cap,2126.94,128.63,12.09,0.44,77.0384247,7.24,12.0264
Madhya Bharat Agro Products,Chemicals,Small Cap,2136.34,44.73,5.77,0.21,42.2551107,5.45,24.4443
Precision Camshafts,Auto Components,Small Cap,2156.65,44.78,2.99,0.44,75.8382168,5.07,5.7536
ADF Foods,Food Products,Small Cap,2129.71,32.36,4.84,0.52,40.0266548,5.99,14.7459
Subex,Software,Small Cap,2263.18,0.0,4.58,0.0,8.7716297,-1.46,-16.6511
TTK Healthcare,Pharmaceuticals,Small Cap,2103.23,34.19,2.17,0.67,685.0115514,43.53,6.2338
Welspun Specialty Solutions,Metals & Mining,Small Cap,2128.84,69.24,43.66,0.0,0.9199112,0.58,43.6423
Kiri Industries,Chemicals,Small Cap,1925.12,23.73,0.71,0.0,520.0211133,15.65,0.3243
Andhra Paper,Paper & Wood Prods,Small Cap,2121.53,4.66,1.21,2.34,441.9819713,114.46,30.888
Expleo Solutions,IT Services,Small Cap,2186.34,21.42,4.35,0.35,323.7011518,65.76,24.5601
Jindal Drilling & Industries,Energy,Small Cap,2059.61,26.99,1.53,0.07,464.799862,26.33,5.1404
IndoStar Capital Finance,Consumer Finance,Small Cap,2431.06,19.44,0.79,0.0,225.2641958,9.19,4.7498
Urja Global,Semiconductors,Small Cap,1387.72,528.2,8.04,0.0,3.2831198,0.05,1.2332
Vidhi Specialty Food Ingredients,Chemicals,Small Cap,2083.21,59.93,7.83,0.19,53.2861948,6.96,12.7102
Seshasayee Paper & Boards,Paper & Wood Prods,Small Cap,2078.1,6.27,1.17,1.74,280.9268876,52.58,21.1266
HIL,Building Materials,Small Cap,2147.04,54.33,1.7,1.58,1675.3982503,52.41,2.3396
Pitti Engineering,Electrical Equip.,Small Cap,2071.08,27.73,5.71,0.42,113.2445475,23.3,20.2471
TCPL Packaging,Packaging,Small Cap,2068.79,21.4,4.35,0.88,523.0643956,106.21,21.4026
Udaipur Cement Works,Building Materials,Small Cap,2248.88,38.58,2.72,0.0,14.7323742,1.04,4.4163
GNA Axles,Auto Components,Small Cap,1849.03,15.78,2.39,0.7,180.5767421,27.3,16.8364
Jash Engineering,Machinery,Small Cap,2141.51,35.08,8.8,0.34,202.3945204,50.74,22.7421
Capital Small Finance Bank,,Small Cap,2023.54,18.93,1.74,0.2,257.942297,23.73,9.200981910886778
Centum Electronics,Tech Hardware,Small Cap,2130.59,71.19,10.45,0.24,158.2429906,23.22,6.3825
Dhani Services - Partly Paid,Capital Markets,,,,,,,,
Federal-Mogul Goetze (India),Auto Components,Small Cap,2066.1,17.48,1.98,0.0,187.2541794,21.25,11.3513
Ramco Industries,Building Materials,Small Cap,2063.45,17.16,0.52,0.42,459.3127614,13.85,2.3748
Nitin Spinners,Textiles,Small Cap,2041.63,15.6,1.9,0.69,191.1208289,23.28,12.1654
Som Distilleries Breweries & Wineries,Beverages,Small Cap,2040.46,24.76,3.96,0.09,66.456957,10.63,14.543
HPL Electric & Power,Electrical Equip.,Small Cap,2437.95,59.33,3.0,0.26,126.1771779,6.39,4.3796
Sirca Paints India,Distributors,Small Cap,2027.1,41.89,7.1,0.2,52.1238195,8.83,16.9509
Hi-Tech Pipes,Metals & Mining,Small Cap,2001.41,41.03,4.04,0.02,36.1403427,3.56,10.485
